"Store","StoreType","Assortment","competition_distance","inventory_risk","forecastability","replenishment_freq","store_segment","avg_daily_forecast","forecast_volatility","avg_mape","pct_excellent","pct_poor","safety_stock","reorder_point","min_stock_level","max_stock_level","optimal_order_qty","demand_cv_pct","alert_level","days_of_stock","velocity_ratio","recommended_order_qty","last_7d_avg_sales","last_7d_mape","sales_rank","accuracy_rank","total_sales","historical_avg_sales","total_customers","avg_daily_customers","sales_per_customer","trading_days","rank_by_avg_sales","rank_by_total_sales","rank_by_efficiency","percentile","promo_day_pct","growth_pct","historical_cv_pct","rfm_segment","composite_score"
892,"a","a","19370","Medium risk","Hard to forecast","Every 2 days","High","7685","2074","19.35","35.5","19.1","10177","28982","5927","113517","53795","27.0","MONITOR  - Reorder soon","6.7","1.05","26898","8078","12.0","309","492","5927347","7599","608437","780","9.64","780","329","313","289","69.6","45.1","2.3","36.9","Promo Driven",8
1086,"a","a","180","Medium risk","Hard to forecast","Every 2 days","High","7685","1870","26.05","26.9","29.3","11066","28399","5344","112934","53795","24.3","OK       - Stock sufficient","7.6","0.93","26898","7122","19.7","309","740","5996057","7677","655364","839","8.90","781","314","295","355","71.0","44.8","-29.2","39.9","Core",5
721,"a","c","3590","Low risk","Forecastable","Every 2 days","High","7682","535","12.49","48.1","5.6","4271","24575","1529","109077","53774","7.0","MONITOR  - Reorder soon","6.8","1.02","26887","7856","14.1","310","64","6015956","7673","592864","756","10.10","784","315","291","251","70.9","45.0","4.8","19.2","Reliable",11
52,"d","c","450","Low risk","Hard to forecast","Every 2 days","High","7679","690","21.57","31.9","22.7","6706","25009","1972","109478","53753","9.0","OK       - Stock sufficient","7.3","0.96","26877","7378","12.3","311","618","4607742","7408","313176","503","14.59","622","354","658","6","67.1","44.1","-14.2","26.9","Core",6
1085,"c","a","4030","Low risk","Hard to forecast","Every 2 days","High","7677","1109","17.49","35.5","15.8","7007","26200","3169","110647","53739","14.4","OK       - Stock sufficient","7.1","0.99","26870","7594","12.3","312","362","5932711","7567","596091","760","9.87","784","333","310","269","69.1","45.0","-3.3","25.7","Core",9
113,"d","c","20930","Low risk","Hard to forecast","Every 2 days","High","7676","644","19.81","32.2","20.1","6186","24868","1840","109304","53732","8.4","OK       - Stock sufficient","8.1","0.86","26866","6610","22.0","313","526","4477826","7199","434973","699","10.22","622","399","692","240","62.4","44.1","-22.4","23.8","Core",7
506,"a","a","1850","Low risk","Hard to forecast","Every 2 days","High","7661","1239","19.28","31.4","19.3","7762","26524","3541","110795","53627","16.2","MONITOR  - Reorder soon","6.7","1.05","26814","8036","19.3","314","487","5905867","7581","655686","842","8.89","779","332","315","356","69.3","44.9","-2.8","28.8","Core",7
494,"b","a","1260","Low risk","Forecastable","Every 2 days","High","7656","991","14.50","41.7","8.4","6005","25800","2832","110016","53592","12.9","MONITOR  - Reorder soon","6.8","1.03","26796","7897","10.4","315","162","7205637","7649","1016989","1080","7.03","942","320","135","520","70.5","38.2","3.9","22.1","Reliable",8
370,"d","a","8250","Low risk","Hard to forecast","Every 2 days","High","7651","694","18.03","33.5","17.5","5926","24936","1983","109097","53557","9.1","MONITOR  - Reorder soon","6.5","1.08","26779","8300","16.9","316","399","5959072","7650","495158","636","11.93","779","319","300","107","70.6","44.9","2.4","24.0","Core",9
496,"d","c","2780","Low risk","Hard to forecast","Every 2 days","High","7640","796","17.95","32.2","17.0","6194","25195","2275","109235","53480","10.4","MONITOR  - Reorder soon","6.6","1.06","26740","8132","19.0","317","391","6059458","7729","650918","830","9.21","784","304","284","327","72.0","45.0","6.4","24.9","Promo Driven",10
1045,"a","c","26990","Medium risk","Hard to forecast","Every 2 days","High","7640","1735","18.73","41.7","16.7","9048","27878","4958","111918","53480","22.7","WATCH    - Demand surging","5.1","1.38","73802","10511","15.0","317","447","6654188","7536","808163","915","8.16","883","336","196","420","68.9","40.1","8.0","33.3","Core",5
760,"a","a","560","Low risk","Highly forecastable","Every 2 days","High","7638","512","8.24","69.6","0.9","3262","24377","1463","108395","53466","6.7","MONITOR  - Reorder soon","6.5","1.07","26733","8185","6.3","318","1","5935009","7638","953570","1227","6.22","777","323","307","564","70.2","44.9","2.9","13.3","Reliable",10
68,"a","c","250","Low risk","Forecastable","Every 2 days","High","7636","777","15.27","42.7","11.2","5553","25129","2221","109125","53452","10.2","MONITOR  - Reorder soon","6.3","1.12","26726","8529","14.0","319","215","5929590","7563","903132","1152","6.50","784","334","311","549","69.0","45.0","10.6","25.5","Core",9
77,"d","c","1090","Low risk","Hard to forecast","Every 2 days","High","7628","778","19.33","32.9","20.1","6437","25107","2223","109015","53396","10.2","MONITOR  - Reorder soon","6.0","1.16","26698","8872","11.3","320","491","5952383","7621","517673","663","11.37","781","325","302","147","70.0","44.8","9.3","25.7","Core",8
741,"d","c","11900","Low risk","Forecastable","Every 2 days","High","7627","804","16.91","36.8","14.5","5984","25179","2298","109076","53389","10.5","MONITOR  - Reorder soon","5.9","1.19","26695","9060","12.6","321","324","5973663","7619","721461","920","8.20","784","326","298","416","69.9","45.0","12.7","23.9","Promo Driven",10
620,"d","c","5440","Low risk","Forecastable","Every 2 days","High","7623","715","11.78","48.0","3.9","4610","24912","2043","108765","53361","9.4","MONITOR  - Reorder soon","5.4","1.30","26681","9918","16.2","322","45","4835283","7774","441221","709","10.90","622","295","590","182","73.0","44.1","14.1","18.7","Reliable",8
651,"a","a","200","Low risk","Forecastable","Every 2 days","High","7621","667","15.64","39.2","9.5","5313","24769","1906","108600","53347","8.8","OK       - Stock sufficient","7.1","0.98","26674","7463","11.9","323","237","5932759","7616","738819","948","7.98","779","328","309","437","69.7","44.9","2.3","20.8","Reliable",10
427,"a","c","70","Low risk","Hard to forecast","Every 2 days","High","7617","1133","22.78","24.3","26.9","8197","26089","3238","109876","53319","14.9","MONITOR  - Reorder soon","5.6","1.25","26660","9486","22.2","324","668","4761741","7643","480391","771","9.73","623","321","614","280","70.4","44.1","-0.7","31.2","Core",5
275,"d","a","300","Low risk","Hard to forecast","Every 2 days","High","7613","641","17.61","35.4","15.6","5663","24671","1832","108414","53291","8.4","MONITOR  - Reorder soon","6.9","1.01","26646","7698","11.8","325","369","4630070","7444","466063","749","9.86","622","352","650","270","67.2","44.1","-9.7","22.2","Reliable",8
571,"d","a","2110","Low risk","Forecastable","Every 2 days","High","7598","1046","15.26","39.3","11.2","6303","25783","2989","109361","53186","13.8","MONITOR  - Reorder soon","5.6","1.24","26593","9443","16.0","326","214","4815991","7743","358047","576","13.36","622","301","601","31","72.4","44.1","13.7","24.0","Core",7
318,"d","c","32330","Low risk","Hard to forecast","Every 2 days","High","7593","1219","17.68","40.2","18.5","7320","26263","3484","109786","53151","16.1","MONITOR  - Reorder soon","6.6","1.05","26576","8008","11.2","327","374","5871619","7528","513822","659","11.30","780","337","318","152","68.8","45.1","2.0","29.3","Promo Driven",9
458,"c","a","3390","Low risk","Hard to forecast","Every 2 days","High","7585","988","16.85","41.2","17.3","6476","25579","2824","109014","53095","13.0","MONITOR  - Reorder soon","6.1","1.15","26548","8720","13.0","328","320","5921634","7582","548787","703","10.72","781","331","314","196","69.4","44.8","1.2","24.6","Core",7
791,"a","a","5950","Low risk","Hard to forecast","Every 2 days","High","7583","1036","17.86","34.9","17.4","6831","25710","2961","109123","53081","13.7","MONITOR  - Reorder soon","5.8","1.22","26541","9216","21.8","329","385","5973977","7669","631301","810","9.35","779","317","297","314","70.7","44.9","17.3","28.4","Core",7
12,"a","c","1070","Low risk","Hard to forecast","Every 2 days","High","7582","887","19.71","28.4","20.8","6806","25281","2535","108683","53074","11.7","MONITOR  - Reorder soon","6.6","1.06","26537","8072","15.6","330","517","5950245","7590","703211","897","8.35","784","330","303","402","69.5","45.0","5.6","27.1","Core",8
80,"d","a","7910","Low risk","Hard to forecast","Every 2 days","High","7574","708","17.85","37.6","15.6","5887","24745","2023","108059","53018","9.3","MONITOR  - Reorder soon","5.8","1.21","26509","9184","14.3","331","384","5933077","7616","450064","578","13.10","779","328","308","43","69.7","44.9","5.2","23.3","Core",8
993,"d","c","3460","Low risk","Hard to forecast","Every 2 days","High","7570","1221","17.50","35.5","15.5","7275","26199","3489","109469","52990","16.1","MONITOR  - Reorder soon","6.2","1.13","26495","8572","17.4","332","363","5942063","7618","587207","753","10.01","780","327","306","260","69.8","45.1","3.9","28.3","Promo Driven",9
230,"d","c","6680","Low risk","Forecastable","Every 2 days","High","7558","639","14.65","44.2","13.0","4991","24500","1826","107638","52906","8.5","MONITOR  - Reorder soon","6.9","1.01","26453","7621","15.9","333","171","5928326","7562","737138","940","7.97","784","335","312","438","68.9","45.0","9.4","22.0","Reliable",11
745,"a","a","17650","Medium risk","Hard to forecast","Every 2 days","High","7556","2141","21.15","31.9","22.6","10686","28787","6119","111903","52892","28.3","MONITOR  - Reorder soon","6.3","1.12","26446","8460","20.8","334","602","5849281","7499","553511","710","10.40","780","343","321","224","68.2","45.1","2.5","39.6","Promo Driven",8
474,"c","a","14810","Low risk","Hard to forecast","Every 2 days","High","7553","1355","17.98","34.8","17.4","7754","26531","3872","109614","52871","17.9","MONITOR  - Reorder soon","6.6","1.06","26436","8022","13.0","335","394","5885972","7527","576183","737","10.09","782","338","317","252","68.7","45.1","4.2","29.1","Promo Driven",9
168,"a","a","12540","Low risk","Hard to forecast","Every 2 days","High","7548","1439","18.18","34.9","15.1","8034","26756","4112","109784","52836","19.1","MONITOR  - Reorder soon","5.7","1.22","26418","9218","15.4","336","410","5840824","7517","568177","731","10.16","777","340","322","245","68.5","44.8","5.1","30.4","Core",6
169,"d","a","980","Low risk","Hard to forecast","Every 2 days","High","7523","678","20.90","36.8","22.9","6431","24507","1938","107260","52661","9.0","OK       - Stock sufficient","8.3","0.84","26331","6326","31.2","337","585","5529699","7219","526944","688","10.41","766","395","405","223","62.9","44.8","-18.4","27.4","Core",6
880,"a","c","4570","Low risk","Forecastable","Every 2 days","High","7510","911","12.90","44.7","5.0","5372","25134","2604","107744","52570","12.1","MONITOR  - Reorder soon","5.5","1.27","26285","9534","20.0","338","80","5832985","7507","614028","790","9.45","777","341","324","305","68.4","44.8","8.2","21.2","Reliable",8
798,"a","a","9560","Medium risk","Hard to forecast","Every 2 days","High","7506","2126","18.50","34.7","18.0","10044","28594","6076","111160","52542","28.3","MONITOR  - Reorder soon","6.7","1.04","26271","7832","11.9","339","433","5825254","7468","702461","901","8.25","780","347","325","411","67.8","45.1","3.4","38.1","Promo Driven",8
1051,"c","a","200","Low risk","Hard to forecast","Every 2 days","High","7504","1065","18.06","33.1","16.8","6917","25556","3044","108100","52528","14.2","MONITOR  - Reorder soon","5.6","1.26","26264","9458","18.2","340","401","5737921","7491","770860","1006","7.35","766","344","339","491","68.1","44.8","7.9","27.4","Core",6
1050,"d","c","13170","Low risk","Hard to forecast","Every 2 days","High","7502","732","19.12","35.6","21.9","6191","24598","2092","107120","52514","9.8","MONITOR  - Reorder soon","6.3","1.10","26257","8280","12.6","341","476","5771211","7390","404342","518","14.13","781","357","331","14","66.8","44.8","2.8","25.9","Core",8
684,"d","c","680","Low risk","Hard to forecast","Every 2 days","High","7501","1012","20.90","29.8","23.5","7373","25395","2892","107906","52507","13.5","WATCH    - Demand surging","5.0","1.40","73510","10519","22.8","342","585","4802690","7721","385149","619","12.34","622","306","603","82","71.8","44.1","22.7","29.8","Core",6
437,"c","c","430","Low risk","Hard to forecast","Every 2 days","High","7493","1171","21.39","33.9","24.8","7927","25826","3347","108249","52451","15.6","MONITOR  - Reorder soon","6.0","1.18","26226","8811","20.2","343","612","5746040","7367","567017","727","10.12","780","363","336","249","66.2","45.1","6.1","32.7","Promo Driven",8
865,"d","c","2640","Low risk","Forecastable","Every 2 days","High","7489","678","16.90","36.6","12.2","5555","24405","1938","106784","52423","9.1","MONITOR  - Reorder soon","6.3","1.11","26212","8312","13.6","344","323","5894369","7567","496348","637","11.79","779","333","316","116","69.1","44.9","7.7","22.4","Reliable",10
101,"d","c","2440","Low risk","Hard to forecast","Every 2 days","High","7478","580","16.56","37.0","16.4","5197","24092","1658","106350","52346","7.8","MONITOR  - Reorder soon","6.2","1.12","26173","8399","19.4","345","298","5856384","7470","609290","777","9.53","784","345","320","300","68.0","45.0","8.4","22.4","Reliable",11
792,"d","a","17280","Low risk","Hard to forecast","Every 2 days","High","7473","1316","23.15","28.0","26.1","8705","26180","3761","108383","52311","17.6","MONITOR  - Reorder soon","6.7","1.04","26156","7787","17.4","346","678","5756322","7389","538855","692","10.47","779","358","333","217","66.7","44.9","-2.1","33.1","Core",6
790,"d","c","9070","Low risk","Forecastable","Every 2 days","High","7472","716","15.02","43.5","12.8","5254","24462","2046","106654","52304","9.6","MONITOR  - Reorder soon","6.2","1.13","26152","8441","11.3","347","201","5820810","7453","532923","682","10.85","781","350","328","186","67.4","44.8","3.2","21.9","Reliable",9
128,"d","c","2000","Low risk","Hard to forecast","Every 2 days","High","7467","1009","18.64","33.2","19.3","6861","25285","2884","107422","52269","13.5","MONITOR  - Reorder soon","5.6","1.25","26135","9306","13.5","348","443","5822099","7455","464447","595","12.37","781","349","327","80","67.6","44.8","21.2","28.8","Core",7
140,"a","c","1090","Low risk","Forecastable","Every 2 days","High","7465","793","14.95","43.0","9.5","5456","24661","2266","106776","52255","10.6","MONITOR  - Reorder soon","6.3","1.12","26128","8326","13.8","349","196","5833328","7469","752581","964","7.69","781","346","323","462","67.9","44.8","4.2","21.7","Reliable",9
534,"d","a","1200","Low risk","Hard to forecast","Every 2 days","High","7453","752","23.81","27.4","28.7","7221","24508","2149","106491","52171","10.1","MONITOR  - Reorder soon","5.5","1.27","26086","9455","21.2","350","704","4684684","7520","354298","569","13.03","623","339","635","48","68.6","44.1","3.7","30.2","Core",5
403,"a","a","4970","Low risk","Forecastable","Every 2 days","High","7450","1221","13.97","44.3","6.8","6464","25839","3489","107789","52150","16.4","MONITOR  - Reorder soon","6.7","1.04","26075","7727","11.3","351","123","5817980","7469","573879","737","10.07","779","346","329","254","67.9","44.9","1.5","24.4","Core",9
859,"c","a","21770","Low risk","Highly forecastable","Every 2 days","High","7449","590","12.18","50.3","4.8","4279","24033","1686","105972","52143","7.9","MONITOR  - Reorder soon","5.8","1.20","26072","8949","13.4","352","58","4667332","7504","451729","726","10.29","622","342","639","234","68.3","44.1","7.5","18.2","Reliable",8
922,"d","a","2110","Low risk","Forecastable","Every 2 days","High","7430","636","14.74","41.7","11.6","4948","24108","1818","105838","52010","8.6","MONITOR  - Reorder soon","6.9","1.02","26005","7570","12.4","353","178","5739531","7406","552904","713","10.32","775","355","337","231","67.0","45.2","2.9","20.4","Reliable",11
840,"a","a","1070","Low risk","Forecastable","Every 2 days","High","7418","1442","13.97","45.2","6.2","7083","26375","4121","107973","51926","19.4","OK       - Stock sufficient","7.4","0.95","25963","7026","14.8","354","123","5738112","7319","827775","1056","6.87","784","372","338","530","65.4","45.0","-2.5","26.2","Core",9
857,"c","a","6270","Low risk","Forecastable","Every 2 days","High","7415","923","15.58","42.1","9.4","5939","24883","2638","106448","51905","12.4","MONITOR  - Reorder soon","5.4","1.30","25953","9648","16.7","355","234","5815578","7446","720850","923","8.01","781","351","330","434","67.3","44.8","17.2","23.7","Core",8
1025,"a","a","720","Low risk","Forecastable","Every 2 days","High","7396","668","12.72","46.9","4.7","4598","24097","1909","105453","51772","9.0","MONITOR  - Reorder soon","6.7","1.05","25886","7752","8.8","356","72","5762189","7426","672559","867","8.52","776","353","332","386","67.1","44.8","-1.3","18.1","Reliable",8
455,"d","c","7660","Low risk","Forecastable","Every 2 days","High","7388","976","16.39","37.0","13.1","6250","24953","2789","106221","51716","13.2","MONITOR  - Reorder soon","5.9","1.19","25858","8813","16.7","357","286","5727571","7371","359933","463","15.76","777","362","343","3","66.3","44.8","19.1","25.3","Core",7
744,"a","a","1370","Low risk","Forecastable","Every 2 days","High","7387","532","12.88","43.5","4.2","4240","23681","1520","104938","51709","7.2","MONITOR  - Reorder soon","6.1","1.15","25855","8522","13.0","358","79","4511526","7457","505061","835","8.89","605","348","684","356","67.7","43.8","3.5","17.8","Reliable",8
323,"d","c","8400","Low risk","Forecastable","Every 2 days","High","7386","607","14.19","46.5","10.6","4730","23893","1735","105139","51702","8.2","MONITOR  - Reorder soon","6.0","1.17","25851","8628","12.0","359","139","5737615","7365","483870","621","11.78","779","364","340","117","66.1","44.9","8.3","21.3","Reliable",10
932,"a","a","15700","Low risk","Forecastable","Every 2 days","High","7382","1219","14.43","41.4","9.4","6528","25630","3484","106832","51674","16.5","MONITOR  - Reorder soon","5.9","1.19","25837","8802","15.1","360","156","4607215","7395","455455","731","10.03","623","356","659","258","66.9","44.1","2.1","25.6","Core",7
138,"a","c","25360","Medium risk","Hard to forecast","Every 2 days","High","7377","2030","18.09","35.8","17.9","9615","27933","5802","109080","51639","27.5","MONITOR  - Reorder soon","5.9","1.18","25820","8681","19.6","361","403","5721236","7335","557266","714","10.20","780","367","346","241","65.8","45.1","10.0","37.2","Promo Driven",8
1022,"a","c","1520","Low risk","Hard to forecast","Every 2 days","High","7370","979","20.76","31.1","22.1","7170","24908","2798","105978","51590","13.3","MONITOR  - Reorder soon","6.8","1.03","25795","7555","15.9","362","577","5706179","7325","641135","823","8.76","779","370","354","364","65.5","44.9","6.9","29.1","Core",7
1000,"a","c","2230","Low risk","Forecastable","Every 2 days","High","7370","527","15.08","37.8","9.2","4682","23616","1506","104686","51590","7.2","MONITOR  - Reorder soon","6.5","1.08","25795","7959","13.9","362","204","4635525","7453","423675","681","10.87","622","350","649","185","67.4","44.1","-1.9","20.0","Reliable",8
1003,"a","a","170","Low risk","Hard to forecast","Every 2 days","High","7368","1474","24.65","24.7","25.9","9403","26317","4213","107365","51576","20.0","MONITOR  - Reorder soon","6.4","1.09","25788","8019","21.3","363","723","5751204","7383","602250","773","9.40","779","359","335","310","66.6","44.9","-6.3","35.3","Core",6
1061,"d","c","8110","Low risk","Forecastable","Every 2 days","High","7366","814","15.66","41.7","11.8","5623","24424","2326","105450","51562","11.1","MONITOR  - Reorder soon","5.4","1.30","25781","9578","14.1","364","239","5732970","7378","431026","555","13.20","777","360","342","40","66.5","44.8","17.9","24.2","Core",8
933,"a","c","6270","Medium risk","Forecastable","Every 2 days","High","7357","1767","15.48","43.5","12.8","8305","27121","5050","108048","51499","24.0","MONITOR  - Reorder soon","6.4","1.10","25750","8066","13.1","365","229","5718554","7331","706128","905","7.98","780","368","349","437","65.7","45.1","5.4","33.0","Promo Driven",8
1060,"a","c","3430","Low risk","Hard to forecast","Every 2 days","High","7351","993","16.65","38.8","16.7","6336","24891","2838","105752","51457","13.5","MONITOR  - Reorder soon","6.6","1.06","25729","7807","21.6","366","304","5707977","7327","660675","848","8.54","779","369","353","384","65.6","44.9","4.1","25.8","Core",9
385,"d","a","4580","Low risk","Hard to forecast","Every 2 days","High","7347","695","23.20","26.2","29.1","6858","24027","1986","104844","51429","9.5","MONITOR  - Reorder soon","6.1","1.15","25715","8432","20.1","367","680","4570779","7349","407132","655","11.08","622","365","670","169","66.0","44.1","3.4","27.8","Core",6
216,"c","a","190","Low risk","Hard to forecast","Every 2 days","High","7344","782","20.08","34.5","22.3","6449","24267","2235","105051","51408","10.6","OK       - Stock sufficient","7.0","1.00","25704","7347","18.6","368","543","5607978","7227","688834","888","8.05","776","392","384","430","63.2","44.8","2.2","25.9","Core",8
489,"a","a","14960","Medium risk","Hard to forecast","Every 2 days","High","7344","2126","24.22","25.5","27.2","11159","28108","6076","108892","51408","28.9","MONITOR  - Reorder soon","5.9","1.19","25704","8727","17.4","368","715","5698967","7306","506711","650","10.96","780","374","356","178","65.2","45.0","3.8","42.1","Promo Driven",8
1017,"c","a","110","Low risk","Forecastable","Every 2 days","High","7340","984","14.15","44.9","7.7","5780","24832","2812","105572","51380","13.4","OK       - Stock sufficient","7.8","0.90","25690","6582","13.9","369","135","5539437","7222","781115","1018","7.05","767","393","399","518","63.1","45.0","-4.9","23.2","Reliable",11
179,"a","c","480","Low risk","Hard to forecast","Every 2 days","High","7337","832","21.25","31.2","23.4","6834","24389","2378","105096","51359","11.3","MONITOR  - Reorder soon","6.6","1.06","25680","7781","23.9","370","608","5683019","7295","744593","956","7.53","779","378","359","474","64.6","44.9","7.6","28.5","Core",7
1052,"a","c","5080","Low risk","Forecastable","Every 2 days","High","7330","1152","17.04","36.9","14.4","6862","25282","3292","105912","51310","15.7","MONITOR  - Reorder soon","6.6","1.06","25655","7787","20.4","371","334","5662859","7269","588984","756","9.52","779","383","365","301","64.2","44.9","2.3","26.8","Core",8
49,"d","c","18010","Low risk","Hard to forecast","Every 2 days","High","7328","634","16.91","40.1","15.3","5353","23796","1812","104404","51296","8.7","MONITOR  - Reorder soon","5.5","1.26","25648","9250","16.9","372","324","5675296","7304","413137","532","13.61","777","375","360","26","65.1","44.8","10.5","24.8","Core",7
981,"d","c","2620","Low risk","Hard to forecast","Every 2 days","High","7326","982","18.19","36.3","19.6","6615","24784","2806","105370","51282","13.4","MONITOR  - Reorder soon","6.4","1.10","25641","8031","17.4","373","411","5700952","7309","588296","754","9.57","780","373","355","296","65.3","45.0","4.6","27.4","Core",8
29,"d","c","2170","Low risk","Hard to forecast","Every 2 days","High","7309","1075","20.34","29.5","20.3","7321","24999","3072","105398","51163","14.7","MONITOR  - Reorder soon","6.2","1.13","25582","8232","13.4","374","556","5737160","7365","509233","654","11.09","779","364","341","168","66.1","44.9","20.8","29.9","Core",7
107,"a","a","1930","Low risk","Forecastable","Every 2 days","High","7304","593","11.90","48.3","4.2","4179","23607","1695","103951","51128","8.1","MONITOR  - Reorder soon","6.5","1.08","25564","7853","6.9","375","47","5751886","7337","748964","955","7.64","784","366","334","466","65.9","45.0","7.1","17.2","Reliable",11
392,"a","a","2120","Medium risk","Forecastable","Every 2 days","High","7301","1555","17.58","35.4","14.4","8112","26347","4444","106658","51107","21.3","OK       - Stock sufficient","7.4","0.95","25554","6917","14.2","376","366","5670675","7279","559386","718","10.00","779","380","361","261","64.5","44.9","6.4","31.7","Core",6
1058,"a","c","180","Low risk","Hard to forecast","Every 2 days","High","7298","1208","19.33","30.6","17.9","7484","25346","3452","105624","51086","16.6","MONITOR  - Reorder soon","6.6","1.06","25543","7712","15.3","377","491","5658141","7263","546009","701","10.26","779","384","368","237","64.1","44.9","3.9","28.9","Core",7
115,"d","c","5740","Low risk","Forecastable","Every 2 days","High","7295","964","13.45","44.1","6.7","5559","24640","2755","104885","51065","13.2","MONITOR  - Reorder soon","5.5","1.28","25533","9303","15.9","378","99","4585191","7372","343372","552","13.28","622","361","667","37","66.4","44.1","15.2","23.0","Reliable",8
153,"a","a","16240","Medium risk","Hard to forecast","Every 2 days","High","7295","1585","25.85","24.4","30.6","9919","26415","4530","106660","51065","21.7","OK       - Stock sufficient","7.6","0.92","25533","6710","25.0","378","738","5505047","7067","493792","634","10.88","779","424","411","184","59.9","44.9","-4.5","36.8","Core",6
439,"a","a","1350","Low risk","Hard to forecast","Every 2 days","High","7293","1020","18.33","34.8","17.5","6735","24794","2915","105017","51051","14.0","OK       - Stock sufficient","7.1","0.99","25526","7203","14.7","379","419","5719235","7295","693947","885","8.13","784","378","347","423","64.6","45.0","1.5","26.9","Core",8
808,"a","a","18620","Low risk","Forecastable","Every 2 days","High","7289","1320","16.01","39.2","12.5","7107","25639","3772","105818","51023","18.1","MONITOR  - Reorder soon","5.9","1.18","25512","8615","17.4","380","261","5687084","7291","469085","601","12.02","780","379","357","100","64.5","45.1","7.1","27.8","Promo Driven",9
264,"a","a","180","Low risk","Hard to forecast","Every 2 days","High","7287","960","21.14","32.2","25.5","7146","24605","2744","104762","51009","13.2","OK       - Stock sufficient","7.1","0.99","25505","7187","16.7","381","601","5512491","7234","727234","954","7.47","762","389","409","479","63.6","45.0","-12.8","31.7","Promo Driven",8
678,"c","a","3250","Low risk","Hard to forecast","Every 2 days","High","7277","868","19.57","30.7","22.1","6551","24312","2481","104359","50939","11.9","MONITOR  - Reorder soon","6.3","1.11","25470","8071","17.9","382","506","5686651","7300","642924","825","8.74","779","376","358","366","65.0","44.9","6.8","28.8","Core",7
163,"a","a","1480","Low risk","Highly forecastable","Every 2 days","High","7275","771","12.02","50.6","4.4","4703","24028","2203","104053","50925","10.6","OK       - Stock sufficient","8.1","0.86","25463","6256","8.5","383","51","5722186","7299","682711","871","8.36","784","377","345","401","64.9","45.0","-10.9","20.8","Reliable",10
926,"d","c","5150","Low risk","Hard to forecast","Every 2 days","High","7274","720","21.68","29.9","23.5","6565","23880","2058","103894","50918","9.9","MONITOR  - Reorder soon","5.8","1.20","25459","8740","18.6","384","624","5655998","7261","422709","543","13.22","779","385","371","39","64.0","44.9","6.7","27.7","Core",8
901,"a","c","3170","Low risk","Forecastable","Every 2 days","High","7270","1184","16.01","40.8","13.8","6710","25194","3384","105164","50890","16.3","OK       - Stock sufficient","7.2","0.98","25445","7095","12.1","385","261","5669137","7231","500746","639","11.22","784","391","362","159","63.3","45.0","-0.5","26.9","Core",8
940,"d","c","6470","Low risk","Hard to forecast","Every 2 days","High","7270","1080","17.19","38.5","16.1","6658","24897","3087","104867","50890","14.9","MONITOR  - Reorder soon","6.2","1.14","25445","8263","13.6","385","342","5657022","7253","579554","743","9.65","780","387","369","288","63.7","45.1","10.4","27.1","Promo Driven",9
223,"d","c","2920","Low risk","Hard to forecast","Every 2 days","High","7264","1049","19.50","33.3","19.7","7046","24790","2998","104694","50848","14.4","MONITOR  - Reorder soon","6.5","1.08","25424","7823","11.2","386","503","5656109","7233","577676","739","9.65","782","390","370","288","63.4","45.1","0.2","28.7","Promo Driven",9
226,"a","a","450","Low risk","Forecastable","Every 2 days","High","7259","928","15.24","41.5","11.1","5814","24429","2652","104278","50813","12.8","OK       - Stock sufficient","7.0","0.99","25407","7221","12.9","387","213","5667944","7257","549052","703","10.27","781","386","364","236","63.9","44.8","-6.2","22.8","Reliable",9
56,"d","c","6620","Low risk","Forecastable","Every 2 days","High","7252","776","16.53","39.5","14.6","5644","23974","2218","103746","50764","10.7","MONITOR  - Reorder soon","5.6","1.24","25382","9002","14.1","388","296","5718290","7322","395919","507","14.36","781","371","350","8","65.4","44.8","19.9","23.6","Core",8
85,"b","a","1870","Medium risk","Forecastable","Every 2 days","High","7251","1754","14.26","45.5","10.0","7968","26766","5013","106527","50757","24.2","MONITOR  - Reorder soon","6.7","1.04","25379","7541","9.9","389","144","6850652","7272","956508","1015","7.12","942","382","174","514","64.3","38.2","3.6","31.3","Core",5
847,"c","c","190","Low risk","Hard to forecast","Every 2 days","High","7249","682","18.13","37.8","20.5","5705","23696","1949","103435","50743","9.4","MONITOR  - Reorder soon","6.8","1.02","25372","7418","23.5","390","405","5518727","7112","784345","1011","6.98","776","416","407","524","60.7","44.8","-1.1","25.2","Core",7
978,"c","c","3890","Low risk","Hard to forecast","Every 2 days","High","7249","1034","17.44","36.9","16.7","6568","24702","2955","104441","50743","14.3","MONITOR  - Reorder soon","6.5","1.07","25372","7750","13.4","390","359","5626588","7214","757830","972","7.33","780","397","377","493","62.7","45.1","10.2","27.3","Promo Driven",9
161,"a","c","2970","Low risk","Forecastable","Every 2 days","High","7243","537","14.22","44.8","6.9","4478","23264","1535","102937","50701","7.4","MONITOR  - Reorder soon","6.9","1.02","25351","7365","11.9","391","141","5649774","7253","638171","819","8.80","779","387","373","362","63.7","44.9","5.4","19.3","Reliable",10
633,"d","a","11640","Low risk","Forecastable","Every 2 days","High","7239","845","12.57","47.4","5.8","5015","24132","2415","103761","50673","11.7","MONITOR  - Reorder soon","6.9","1.02","25337","7363","8.9","392","68","4482889","7207","341963","550","13.08","622","398","690","44","62.7","44.1","2.8","20.1","Reliable",8
