"Store","year","month","month_name","split","trading_days","actual_monthly_sales","forecast_monthly_sales","avg_daily_actual","avg_daily_forecast","monthly_error","monthly_ape","upper_95_monthly","lower_95_monthly","excellent_days","poor_days"
314,2015,3,"Mar","test","26","132526","140270","5097","5395","-7744","5.84","197574","82966","7","7"
314,2015,4,"Apr","test","24","131754","127749","5490","5323","4005","3.04","180645","74853","8","6"
314,2015,5,"May","test","23","120759","120279","5250","5230","480","0.40","170971","69587","12","1"
314,2015,6,"Jun","test","25","132017","134796","5281","5392","-2779","2.11","189896","79696","4","3"
314,2015,7,"Jul","test","27","132967","144287","4925","5344","-11320","8.51","203795","84779","10","6"
315,2013,1,"Jan","train","12","43261","47535","3605","3961","-4274","9.88","66771","28299","6","2"
315,2013,2,"Feb","train","24","90998","96025","3792","4001","-5027","5.52","134497","57553","16","3"
315,2013,3,"Mar","train","25","107901","101267","4316","4051","6634","6.15","141342","61192","13","4"
315,2013,4,"Apr","train","25","96905","103407","3876","4136","-6502","6.71","143482","63332","17","4"
315,2013,5,"May","train","24","102184","100036","4258","4168","2148","2.10","138508","61564","17","1"
315,2013,6,"Jun","train","25","99129","101882","3965","4075","-2753","2.78","141957","61807","13","3"
315,2013,7,"Jul","train","27","123143","117171","4561","4340","5972","4.85","160452","73890","14","2"
315,2013,8,"Aug","train","27","126672","118331","4692","4383","8341","6.58","161612","75050","9","2"
315,2013,9,"Sep","train","25","98096","103154","3924","4126","-5058","5.16","143229","63079","12","1"
315,2013,10,"Oct","train","26","99514","105135","3827","4044","-5621","5.65","146813","63457","16","2"
315,2013,11,"Nov","train","26","111685","109593","4296","4215","2092","1.87","151271","67915","15","1"
315,2013,12,"Dec","train","24","131233","115529","5468","4814","15704","11.97","154001","77057","6","5"
315,2014,1,"Jan","train","26","101425","106660","3901","4102","-5235","5.16","148338","64982","10","3"
315,2014,2,"Feb","train","24","93584","99004","3899","4125","-5420","5.79","137476","60532","12","3"
315,2014,3,"Mar","train","26","99942","109486","3844","4211","-9544","9.55","151164","67808","8","3"
315,2014,4,"Apr","train","24","103868","101049","4328","4210","2819","2.71","139521","62577","7","3"
315,2014,5,"May","train","25","104954","106430","4198","4257","-1476","1.41","146505","66355","12","3"
315,2014,6,"Jun","train","24","102693","102321","4279","4263","372","0.36","140793","63849","10","1"
315,2014,7,"Jul","train","27","116575","119804","4318","4437","-3229","2.77","163085","76523","15","1"
315,2014,8,"Aug","train","26","121653","116947","4679","4498","4706","3.87","158625","75269","12","0"
315,2014,9,"Sep","train","26","107205","110641","4123","4255","-3436","3.21","152319","68963","9","4"
315,2014,10,"Oct","train","26","104000","108338","4000","4167","-4338","4.17","150016","66660","7","4"
315,2014,11,"Nov","train","25","111089","108091","4444","4324","2998","2.70","148166","68016","13","2"
315,2014,12,"Dec","train","25","133185","123096","5327","4924","10089","7.58","163171","83021","7","2"
315,2015,1,"Jan","test","26","104270","108083","4010","4157","-3813","3.66","149761","66405","13","2"
315,2015,2,"Feb","test","24","93530","101971","3897","4249","-8441","9.02","140443","63499","15","3"
315,2015,3,"Mar","test","26","107876","114511","4149","4404","-6635","6.15","156189","72833","7","2"
315,2015,4,"Apr","test","24","106886","104018","4454","4334","2868","2.68","142490","65546","10","5"
315,2015,5,"May","test","23","101680","99412","4421","4322","2268","2.23","136281","62543","13","0"
315,2015,6,"Jun","test","26","112022","115138","4309","4428","-3116","2.78","156816","73460","8","2"
315,2015,7,"Jul","test","27","123406","123300","4571","4567","106","0.09","166581","80019","10","1"
316,2013,1,"Jan","train","12","101809","111227","8484","9269","-9418","9.25","163835","58619","4","2"
316,2013,2,"Feb","train","24","218385","226572","9099","9441","-8187","3.75","331788","121356","10","3"
316,2013,3,"Mar","train","25","247451","239310","9898","9572","8141","3.29","348910","129710","12","4"
316,2013,4,"Apr","train","25","233289","241014","9332","9641","-7725","3.31","350614","131414","10","3"
316,2013,5,"May","train","23","232368","225624","10103","9810","6744","2.90","326456","124792","10","2"
316,2013,6,"Jun","train","25","230069","242685","9203","9707","-12616","5.48","352285","133085","10","5"
316,2013,7,"Jul","train","27","273632","263999","10135","9778","9633","3.52","382367","145631","6","4"
316,2013,8,"Aug","train","27","243585","249231","9022","9231","-5646","2.32","367599","130863","7","5"
316,2013,9,"Sep","train","25","227769","235957","9111","9438","-8188","3.59","345557","126357","9","3"
316,2013,10,"Oct","train","26","244074","244614","9387","9408","-540","0.22","358598","130630","9","3"
316,2013,11,"Nov","train","25","249641","247190","9986","9888","2451","0.98","356790","137590","7","3"
316,2013,12,"Dec","train","24","277680","257282","11570","10720","20398","7.35","362498","152066","4","7"
316,2014,1,"Jan","train","26","243004","246270","9346","9472","-3266","1.34","360254","132286","8","4"
316,2014,2,"Feb","train","24","229749","231758","9573","9657","-2009","0.87","336974","126542","7","5"
316,2014,3,"Mar","train","26","245339","256517","9436","9866","-11178","4.56","370501","142533","6","6"
316,2014,4,"Apr","train","24","243282","233534","10137","9731","9748","4.01","338750","128318","5","5"
316,2014,5,"May","train","25","256072","251903","10243","10076","4169","1.63","361503","142303","5","5"
316,2014,6,"Jun","train","23","245746","229462","10685","9977","16284","6.63","330294","128630","5","6"
316,2014,7,"Jul","train","27","261776","267436","9695","9905","-5660","2.16","385804","149068","6","5"
316,2014,8,"Aug","train","26","233475","245991","8980","9461","-12516","5.36","359975","132007","8","7"
316,2014,9,"Sep","train","26","240535","250855","9251","9648","-10320","4.29","364839","136871","7","5"
316,2014,10,"Oct","train","26","241710","249878","9297","9611","-8168","3.38","363862","135894","7","8"
316,2014,11,"Nov","train","24","253381","243294","10558","10137","10087","3.98","348510","138078","10","3"
316,2014,12,"Dec","train","25","289134","271366","11565","10855","17768","6.15","380966","161766","3","5"
316,2015,1,"Jan","test","26","255340","251461","9821","9672","3879","1.52","365445","137477","10","3"
316,2015,2,"Feb","test","24","233811","236944","9742","9873","-3133","1.34","342160","131728","6","2"
316,2015,3,"Mar","test","26","261357","262915","10052","10112","-1558","0.60","376899","148931","7","7"
316,2015,4,"Apr","test","24","255280","238365","10637","9932","16915","6.63","343581","133149","5","5"
316,2015,5,"May","test","23","239754","234500","10424","10196","5254","2.19","335332","133668","13","1"
316,2015,6,"Jun","test","25","279880","256670","11195","10267","23210","8.29","366270","147070","6","3"
316,2015,7,"Jul","test","27","267455","273551","9906","10132","-6096","2.28","391919","155183","8","4"
317,2013,1,"Jan","train","12","61218","61859","5102","5155","-641","1.05","85571","38147","5","1"
317,2013,2,"Feb","train","24","122524","123745","5105","5156","-1221","1.00","171169","76321","8","3"
317,2013,3,"Mar","train","25","142843","134763","5714","5391","8080","5.66","184163","85363","13","4"
317,2013,4,"Apr","train","25","128620","130934","5145","5237","-2314","1.80","180334","81534","15","3"
317,2013,5,"May","train","23","134777","125746","5860","5467","9031","6.70","171194","80298","13","2"
317,2013,6,"Jun","train","25","132627","134391","5305","5376","-1764","1.33","183791","84991","8","2"
317,2013,7,"Jul","train","27","137940","139867","5109","5180","-1927","1.40","193219","86515","7","5"
317,2013,8,"Aug","train","26","130471","135311","5018","5204","-4840","3.71","186687","83935","7","5"
317,2013,9,"Sep","train","25","122207","127637","4888","5105","-5430","4.44","177037","78237","6","3"
317,2013,10,"Oct","train","26","131173","133450","5045","5133","-2277","1.74","184826","82074","14","2"
317,2013,11,"Nov","train","25","133972","134000","5359","5360","-28","0.02","183400","84600","13","4"
317,2013,12,"Dec","train","24","161544","145783","6731","6074","15761","9.76","193207","98359","4","4"
317,2014,1,"Jan","train","25","125955","129246","5038","5170","-3291","2.61","178646","79846","9","5"
317,2014,2,"Feb","train","24","119846","124570","4994","5190","-4724","3.94","171994","77146","12","3"
317,2014,3,"Mar","train","26","135223","141377","5201","5438","-6154","4.55","192753","90001","11","5"
317,2014,4,"Apr","train","24","128472","125112","5353","5213","3360","2.62","172536","77688","6","5"
317,2014,5,"May","train","25","133742","138568","5350","5543","-4826","3.61","187968","89168","12","2"
317,2014,6,"Jun","train","23","127586","124384","5547","5408","3202","2.51","169832","78936","5","3"
317,2015,1,"Jan","test","25","134101","131864","5364","5275","2237","1.67","181264","82464","13","4"
317,2015,2,"Feb","test","24","120930","124967","5039","5207","-4037","3.34","172391","77543","12","2"
317,2015,3,"Mar","test","26","140885","140589","5419","5407","296","0.21","191965","89213","12","3"
317,2015,4,"Apr","test","24","134931","125405","5622","5225","9526","7.06","172829","77981","9","3"
317,2015,5,"May","test","23","136048","127119","5915","5527","8929","6.56","172567","81671","10","1"
317,2015,6,"Jun","test","25","147820","135417","5913","5417","12403","8.39","184817","86017","6","4"
317,2015,7,"Jul","test","27","151856","141278","5624","5233","10578","6.97","194630","87926","13","1"
318,2013,1,"Jan","train","12","81303","86749","6775","7229","-5446","6.70","128053","45445","6","2"
318,2013,2,"Feb","train","24","160054","171891","6669","7162","-11837","7.40","254499","89283","10","5"
318,2013,3,"Mar","train","25","219074","187603","8763","7504","31471","14.37","273653","101553","6","9"
318,2013,4,"Apr","train","25","169162","182641","6766","7306","-13479","7.97","268691","96591","14","4"
318,2013,5,"May","train","24","186354","177718","7765","7405","8636","4.63","260326","95110","12","1"
318,2013,6,"Jun","train","25","169460","178663","6778","7147","-9203","5.43","264713","92613","10","5"
318,2013,7,"Jul","train","27","202809","200687","7511","7433","2122","1.05","293621","107753","10","4"
318,2013,8,"Aug","train","27","195397","193882","7237","7181","1515","0.78","286816","100948","10","2"
318,2013,9,"Sep","train","25","172395","179823","6896","7193","-7428","4.31","265873","93773","7","6"
318,2013,10,"Oct","train","25","185167","184070","7407","7363","1097","0.59","270120","98020","13","2"
318,2013,11,"Nov","train","25","201717","195186","8069","7807","6531","3.24","281236","109136","8","3"
318,2013,12,"Dec","train","24","254427","216099","10601","9004","38328","15.06","298707","133491","7","12"
318,2014,1,"Jan","train","26","187797","193735","7223","7451","-5938","3.16","283227","104243","11","5"
318,2014,2,"Feb","train","24","170318","176232","7097","7343","-5914","3.47","258840","93624","10","4"
318,2014,3,"Mar","train","26","176994","201307","6807","7743","-24313","13.74","290799","111815","9","9"
318,2014,4,"Apr","train","24","183012","177271","7626","7386","5741","3.14","259879","94663","6","9"
318,2014,5,"May","train","25","177995","188490","7120","7540","-10495","5.90","274540","102440","13","4"
318,2014,6,"Jun","train","24","174835","177970","7285","7415","-3135","1.79","260578","95362","11","2"
318,2014,7,"Jul","train","27","194618","204573","7208","7577","-9955","5.12","297507","111639","8","5"
318,2014,8,"Aug","train","26","175282","190964","6742","7345","-15682","8.95","280456","101472","12","2"
318,2014,9,"Sep","train","26","176145","191481","6775","7365","-15336","8.71","280973","101989","12","6"
318,2014,10,"Oct","train","25","182700","188770","7308","7551","-6070","3.32","274820","102720","12","2"
318,2014,11,"Nov","train","24","204742","190876","8531","7953","13866","6.77","273484","108268","13","0"
318,2014,12,"Dec","train","25","263189","228351","10528","9134","34838","13.24","314401","142301","7","10"
318,2015,1,"Jan","test","26","189406","195851","7285","7533","-6445","3.40","285343","106359","16","3"
318,2015,2,"Feb","test","24","169579","180575","7066","7524","-10996","6.48","263183","97967","9","4"
318,2015,3,"Mar","test","26","199660","208029","7679","8001","-8369","4.19","297521","118537","8","4"
318,2015,4,"Apr","test","24","182644","182185","7610","7591","459","0.25","264793","99577","6","9"
318,2015,5,"May","test","23","173813","175223","7557","7618","-1410","0.81","254389","96057","13","1"
318,2015,6,"Jun","test","26","190678","198716","7334","7643","-8038","4.22","288208","109224","7","5"
318,2015,7,"Jul","test","27","202927","210421","7516","7793","-7494","3.69","303355","117487","12","3"
319,2013,1,"Jan","train","12","83572","88299","6964","7358","-4727","5.66","121791","54807","8","1"
319,2013,2,"Feb","train","24","179917","182122","7497","7588","-2205","1.23","249106","115138","13","2"
319,2013,3,"Mar","train","25","208648","191284","8346","7651","17364","8.32","261059","121509","12","4"
319,2013,4,"Apr","train","25","183577","193366","7343","7735","-9789","5.33","263141","123591","13","2"
319,2013,5,"May","train","24","192467","185717","8019","7738","6750","3.51","252701","118733","15","1"
319,2013,6,"Jun","train","25","181302","187928","7252","7517","-6626","3.65","257703","118153","15","0"
319,2013,7,"Jul","train","27","198553","204426","7354","7571","-5873","2.96","279783","129069","13","5"
319,2013,8,"Aug","train","27","219238","211621","8120","7838","7617","3.47","286978","136264","13","1"
319,2013,9,"Sep","train","25","171407","185666","6856","7427","-14259","8.32","255441","115891","14","3"
319,2013,10,"Oct","train","26","185156","194056","7121","7464","-8900","4.81","266622","121490","16","3"
319,2013,11,"Nov","train","26","214803","208757","8262","8029","6046","2.81","281323","136191","15","2"
319,2013,12,"Dec","train","24","245106","214284","10213","8929","30822","12.57","281268","147300","8","7"
319,2014,1,"Jan","train","26","185525","197485","7136","7596","-11960","6.45","270051","124919","14","3"
319,2014,2,"Feb","train","24","179857","187017","7494","7792","-7160","3.98","254001","120033","14","0"
319,2014,3,"Mar","train","26","188464","205320","7249","7897","-16856","8.94","277886","132754","8","2"
319,2014,4,"Apr","train","24","198799","188356","8283","7848","10443","5.25","255340","121372","8","4"
319,2014,5,"May","train","25","190373","197807","7615","7912","-7434","3.90","267582","128032","14","3"
319,2014,6,"Jun","train","24","185863","187047","7744","7794","-1184","0.64","254031","120063","15","2"
319,2014,7,"Jul","train","27","200858","208898","7439","7737","-8040","4.00","284255","133541","11","3"
319,2014,8,"Aug","train","26","209139","209099","8044","8042","40","0.02","281665","136533","12","1"
319,2014,9,"Sep","train","26","189357","198313","7283","7627","-8956","4.73","270879","125747","12","2"
319,2014,10,"Oct","train","26","191704","199345","7373","7667","-7641","3.99","271911","126779","10","3"
319,2014,11,"Nov","train","25","217935","204756","8717","8190","13179","6.05","274531","134981","14","1"
319,2014,12,"Dec","train","25","256211","226924","10248","9077","29287","11.43","296699","157149","4","4"
319,2015,1,"Jan","test","26","192651","201038","7410","7732","-8387","4.35","273604","128472","10","1"
319,2015,2,"Feb","test","24","175272","191914","7303","7996","-16642","9.49","258898","124930","14","3"
319,2015,3,"Mar","test","26","205669","212390","7910","8169","-6721","3.27","284956","139824","15","0"
319,2015,4,"Apr","test","24","195532","193239","8147","8052","2293","1.17","260223","126255","6","5"
319,2015,5,"May","test","23","180307","184568","7839","8025","-4261","2.36","248761","120375","16","1"
319,2015,6,"Jun","test","26","193118","208880","7428","8034","-15762","8.16","281446","136314","11","4"
319,2015,7,"Jul","test","27","202712","215477","7508","7981","-12765","6.30","290834","140120","9","1"
320,2013,1,"Jan","train","12","158458","168003","13205","14000","-9545","6.02","234795","101211","6","1"
320,2013,2,"Feb","train","24","327884","341508","13662","14230","-13624","4.16","475092","207924","13","4"
320,2013,3,"Mar","train","25","382767","360336","15311","14413","22431","5.86","499486","221186","13","3"
320,2013,4,"Apr","train","25","353978","365003","14159","14600","-11025","3.11","504153","225853","17","2"
320,2013,5,"May","train","24","351443","346576","14643","14441","4867","1.38","480160","212992","14","0"
320,2013,6,"Jun","train","25","351095","359122","14044","14365","-8027","2.29","498272","219972","14","1"
320,2013,7,"Jul","train","27","375754","387416","13917","14349","-11662","3.10","537698","237134","5","5"
320,2013,8,"Aug","train","27","391226","387069","14490","14336","4157","1.06","537351","236787","13","0"
320,2013,9,"Sep","train","25","343497","357653","13740","14306","-14156","4.12","496803","218503","13","1"
320,2013,10,"Oct","train","26","358151","369109","13775","14197","-10958","3.06","513825","224393","13","2"
320,2013,11,"Nov","train","26","405918","391394","15612","15054","14524","3.58","536110","246678","14","2"
320,2013,12,"Dec","train","24","477558","412864","19898","17203","64694","13.55","546448","279280","9","9"
320,2014,1,"Jan","train","26","360415","374619","13862","14408","-14204","3.94","519335","229903","15","3"
320,2014,2,"Feb","train","24","343274","351856","14303","14661","-8582","2.50","485440","218272","13","2"
320,2014,3,"Mar","train","26","359667","388798","13833","14954","-29131","8.10","533514","244082","9","3"
320,2014,4,"Apr","train","24","366130","357547","15255","14898","8583","2.34","491131","223963","5","1"
320,2014,5,"May","train","25","368941","372513","14758","14901","-3572","0.97","511663","233363","13","3"
320,2014,6,"Jun","train","24","356361","357202","14848","14883","-841","0.24","490786","223618","11","3"
320,2014,7,"Jul","train","27","382258","396328","14158","14679","-14070","3.68","546610","246046","9","4"
320,2014,8,"Aug","train","26","371418","383837","14285","14763","-12419","3.34","528553","239121","13","0"
320,2014,9,"Sep","train","26","366512","383670","14097","14757","-17158","4.68","528386","238954","11","2"
320,2014,10,"Oct","train","26","366297","379695","14088","14604","-13398","3.66","524411","234979","8","1"
320,2014,11,"Nov","train","25","404901","387346","16196","15494","17555","4.34","526496","248196","14","2"
320,2014,12,"Dec","train","25","494782","439285","19791","17571","55497","11.22","578435","300135","6","2"
320,2015,1,"Jan","test","26","384771","383673","14799","14757","1098","0.29","528389","238957","11","1"
320,2015,2,"Feb","test","24","346081","362207","14420","15092","-16126","4.66","495791","228623","12","2"
320,2015,3,"Mar","test","26","378151","402795","14544","15492","-24644","6.52","547511","258079","12","2"
320,2015,4,"Apr","test","24","357573","367270","14899","15303","-9697","2.71","500854","233686","6","7"
320,2015,5,"May","test","23","350675","350009","15247","15218","666","0.19","478027","221991","9","1"
320,2015,6,"Jun","test","26","381548","401502","14675","15442","-19954","5.23","546218","256786","6","2"
320,2015,7,"Jul","test","27","421822","407004","15623","15074","14818","3.51","557286","256722","10","0"
321,2013,1,"Jan","train","12","66453","65214","5538","5435","1239","1.86","96618","33810","6","1"
321,2013,2,"Feb","train","24","136842","135311","5702","5638","1531","1.12","198119","72503","6","3"
321,2013,3,"Mar","train","25","163060","147858","6522","5914","15202","9.32","213283","82433","10","7"
321,2013,4,"Apr","train","25","137903","143251","5516","5730","-5348","3.88","208676","77826","13","4"
321,2013,5,"May","train","24","145412","142285","6059","5929","3127","2.15","205093","79477","11","2"
321,2013,6,"Jun","train","25","135001","142691","5400","5708","-7690","5.70","208116","77266","12","3"
321,2013,7,"Jul","train","27","165463","157094","6128","5818","8369","5.06","227753","86435","6","7"
321,2013,8,"Aug","train","27","156362","157752","5791","5843","-1390","0.89","228411","87093","5","3"
321,2013,9,"Sep","train","25","136517","140705","5461","5628","-4188","3.07","206130","75280","6","6"
321,2013,10,"Oct","train","25","139058","141422","5562","5657","-2364","1.70","206847","75997","9","1"
321,2013,11,"Nov","train","25","144039","151780","5762","6071","-7741","5.37","217205","86355","11","6"
321,2013,12,"Dec","train","24","178967","161463","7457","6728","17504","9.78","224271","98655","6","10"
321,2014,1,"Jan","train","26","129433","145290","4978","5588","-15857","12.25","213332","77248","11","8"
321,2014,2,"Feb","train","24","127536","138744","5314","5781","-11208","8.79","201552","75936","9","6"
321,2014,3,"Mar","train","26","144756","157861","5568","6072","-13105","9.05","225903","89819","9","7"
321,2014,4,"Apr","train","24","142386","139548","5933","5815","2838","1.99","202356","76740","5","9"
321,2014,5,"May","train","25","152388","152529","6096","6101","-141","0.09","217954","87104","11","7"
321,2014,6,"Jun","train","24","140474","140168","5853","5840","306","0.22","202976","77360","6","5"
321,2014,7,"Jul","train","27","153659","160484","5691","5944","-6825","4.44","231143","89825","6","2"
321,2014,8,"Aug","train","26","154404","155746","5939","5990","-1342","0.87","223788","87704","10","1"
321,2014,9,"Sep","train","26","142067","149606","5464","5754","-7539","5.31","217648","81564","8","6"
321,2014,10,"Oct","train","25","141757","144765","5670","5791","-3008","2.12","210190","79340","10","4"
321,2014,11,"Nov","train","24","162597","148731","6775","6197","13866","8.53","211539","85923","10","1"
321,2014,12,"Dec","train","25","193923","170147","7757","6806","23776","12.26","235572","104722","4","8"
321,2015,1,"Jan","test","26","155167","149373","5968","5745","5794","3.73","217415","81331","11","3"
321,2015,2,"Feb","test","24","136516","142177","5688","5924","-5661","4.15","204985","79369","10","5"
321,2015,3,"Mar","test","26","159665","160892","6141","6188","-1227","0.77","228934","92850","8","4"
321,2015,4,"Apr","test","24","150458","143307","6269","5971","7151","4.75","206115","80499","5","10"
321,2015,5,"May","test","23","150669","142839","6551","6210","7830","5.20","203030","82648","12","1"
321,2015,6,"Jun","test","26","159081","155501","6119","5981","3580","2.25","223543","87459","7","5"
321,2015,7,"Jul","test","27","166843","165227","6179","6120","1616","0.97","235886","94568","7","4"
322,2013,1,"Jan","train","12","54032","56557","4503","4713","-2525","4.67","88021","25093","5","3"
322,2013,2,"Feb","train","24","111072","114935","4628","4789","-3863","3.48","177863","52007","10","5"
322,2013,3,"Mar","train","25","130427","120362","5217","4814","10065","7.72","185912","54812","6","6"
322,2013,4,"Apr","train","25","116827","123674","4673","4947","-6847","5.86","189224","58124","8","5"
322,2013,5,"May","train","24","119082","114440","4962","4768","4642","3.90","177368","51512","6","2"
322,2013,6,"Jun","train","25","113234","118690","4529","4748","-5456","4.82","184240","53140","13","3"
322,2013,7,"Jul","train","27","135226","135962","5008","5036","-736","0.54","206756","65168","5","5"
322,2013,8,"Aug","train","27","128529","126974","4760","4703","1555","1.21","197768","56180","5","2"
322,2013,9,"Sep","train","25","115307","123024","4612","4921","-7717","6.69","188574","57474","10","5"
322,2013,10,"Oct","train","25","116473","120214","4659","4809","-3741","3.21","185764","54664","9","3"
322,2013,11,"Nov","train","26","123352","125590","4744","4830","-2238","1.81","193762","57418","7","4"
322,2013,12,"Dec","train","24","159259","139594","6636","5816","19665","12.35","202522","76666","6","10"
322,2014,1,"Jan","train","26","121026","127199","4655","4892","-6173","5.10","195371","59027","5","6"
322,2014,2,"Feb","train","24","114802","118823","4783","4951","-4021","3.50","181751","55895","4","8"
322,2014,3,"Mar","train","26","124604","131244","4792","5048","-6640","5.33","199416","63072","6","8"
322,2014,4,"Apr","train","24","126025","120825","5251","5034","5200","4.13","183753","57897","4","5"
322,2014,5,"May","train","25","116848","121521","4674","4861","-4673","4.00","187071","55971","11","5"
322,2014,6,"Jun","train","24","124813","120681","5201","5028","4132","3.31","183609","57753","8","4"
322,2014,7,"Jul","train","27","136001","139178","5037","5155","-3177","2.34","209972","68384","7","7"
322,2014,8,"Aug","train","26","121008","125809","4654","4839","-4801","3.97","193981","57637","9","3"
322,2014,9,"Sep","train","26","131239","132878","5048","5111","-1639","1.25","201050","64706","10","6"
322,2014,10,"Oct","train","25","120300","124631","4812","4985","-4331","3.60","190181","59081","9","4"
322,2014,11,"Nov","train","25","132548","124710","5302","4988","7838","5.91","190260","59160","7","2"
322,2014,12,"Dec","train","25","164591","149157","6584","5966","15434","9.38","214707","83607","3","8"
322,2015,1,"Jan","test","26","131190","127864","5046","4918","3326","2.54","196036","59692","5","6"
322,2015,2,"Feb","test","24","116529","122704","4855","5113","-6175","5.30","185632","59776","9","4"
322,2015,3,"Mar","test","26","136478","139223","5249","5355","-2745","2.01","207395","71051","5","9"
322,2015,4,"Apr","test","24","125901","124486","5246","5187","1415","1.12","187414","61558","5","7"
322,2015,5,"May","test","23","114566","113512","4981","4935","1054","0.92","173818","53206","10","1"
322,2015,6,"Jun","test","26","139487","137468","5365","5287","2019","1.45","205640","69296","4","6"
322,2015,7,"Jul","test","27","139114","142717","5152","5286","-3603","2.59","213511","71923","11","3"
323,2013,1,"Jan","train","12","73178","80494","6098","6708","-7316","10.00","112990","47998","6","2"
323,2013,2,"Feb","train","24","160593","165145","6691","6881","-4552","2.83","230137","100153","11","4"
323,2013,3,"Mar","train","25","183608","176084","7344","7043","7524","4.10","243784","108384","14","3"
323,2013,4,"Apr","train","25","169605","178040","6784","7122","-8435","4.97","245740","110340","15","4"
323,2013,5,"May","train","23","162550","163140","7067","7093","-590","0.36","225424","100856","15","1"
323,2013,6,"Jun","train","25","164759","175486","6590","7019","-10727","6.51","243186","107786","15","2"
323,2013,7,"Jul","train","27","184408","188840","6830","6994","-4432","2.40","261956","115724","6","3"
323,2013,8,"Aug","train","27","186915","187324","6923","6938","-409","0.22","260440","114208","13","1"
323,2013,9,"Sep","train","25","162885","173465","6515","6939","-10580","6.50","241165","105765","12","1"
323,2013,10,"Oct","train","26","176300","181482","6781","6980","-5182","2.94","251890","111074","15","2"
323,2013,11,"Nov","train","25","183848","182383","7354","7295","1465","0.80","250083","114683","14","1"
323,2013,12,"Dec","train","24","224097","198686","9337","8279","25411","11.34","263678","133694","4","5"
323,2014,1,"Jan","train","26","178231","183431","6855","7055","-5200","2.92","253839","113023","11","2"
323,2014,2,"Feb","train","24","167569","173830","6982","7243","-6261","3.74","238822","108838","14","2"
323,2014,3,"Mar","train","26","181845","193493","6994","7442","-11648","6.41","263901","123085","11","4"
323,2014,4,"Apr","train","24","189431","178117","7893","7422","11314","5.97","243109","113125","8","3"
323,2014,5,"May","train","25","188510","187354","7540","7494","1156","0.61","255054","119654","10","2"
323,2014,6,"Jun","train","23","175898","170121","7648","7397","5777","3.28","232405","107837","8","3"
323,2014,7,"Jul","train","27","195975","197384","7258","7311","-1409","0.72","270500","124268","14","1"
323,2014,8,"Aug","train","26","181702","190065","6989","7310","-8363","4.60","260473","119657","16","2"
323,2014,9,"Sep","train","26","188141","189442","7236","7286","-1301","0.69","259850","119034","15","2"
323,2014,10,"Oct","train","26","192224","190917","7393","7343","1307","0.68","261325","120509","12","2"
323,2014,11,"Nov","train","24","190791","183790","7950","7658","7001","3.67","248782","118798","11","2"
323,2014,12,"Dec","train","25","240382","214967","9615","8599","25415","10.57","282667","147267","4","6"
323,2015,1,"Jan","test","26","191647","193097","7371","7427","-1450","0.76","263505","122689","14","3"
323,2015,2,"Feb","test","24","172749","182517","7198","7605","-9768","5.65","247509","117525","13","2"
323,2015,3,"Mar","test","26","197133","202620","7582","7793","-5487","2.78","273028","132212","14","4"
323,2015,4,"Apr","test","24","194559","186828","8107","7785","7731","3.97","251820","121836","8","8"
323,2015,5,"May","test","23","184177","179627","8008","7810","4550","2.47","241911","117343","16","1"
323,2015,6,"Jun","test","25","195604","194529","7824","7781","1075","0.55","262229","126829","5","2"
323,2015,7,"Jul","test","27","210669","207597","7803","7689","3072","1.46","280713","134481","12","1"
324,2013,1,"Jan","train","12","64091","67110","5341","5593","-3019","4.71","104274","29946","2","2"
324,2013,2,"Feb","train","24","132447","135045","5519","5627","-2598","1.96","209373","60717","7","5"
324,2013,3,"Mar","train","25","158073","142962","6323","5718","15111","9.56","220387","65537","9","6"
324,2013,4,"Apr","train","25","146062","148118","5842","5925","-2056","1.41","225543","70693","7","6"
324,2013,5,"May","train","24","142539","136410","5939","5684","6129","4.30","210738","62082","11","4"
324,2013,6,"Jun","train","25","138964","141459","5559","5658","-2495","1.80","218884","64034","6","3"
324,2013,7,"Jul","train","27","160330","159858","5938","5921","472","0.29","243477","76239","2","7"
324,2013,8,"Aug","train","27","146358","145196","5421","5378","1162","0.79","228815","61577","3","8"
324,2013,9,"Sep","train","25","138794","145791","5552","5832","-6997","5.04","223216","68366","8","5"
324,2013,10,"Oct","train","25","139956","144012","5598","5760","-4056","2.90","221437","66587","10","5"
324,2013,11,"Nov","train","26","148162","146918","5699","5651","1244","0.84","227440","66396","9","3"
324,2013,12,"Dec","train","24","175279","156926","7303","6539","18353","10.47","231254","82598","9","7"
324,2014,1,"Jan","train","25","135364","138325","5415","5533","-2961","2.19","215750","60900","7","7"
324,2014,2,"Feb","train","24","129239","135621","5385","5651","-6382","4.94","209949","61293","9","6"
324,2014,3,"Mar","train","26","143595","151484","5523","5826","-7889","5.49","232006","70962","6","11"
324,2014,4,"Apr","train","24","144538","141166","6022","5882","3372","2.33","215494","66838","4","8"
324,2014,5,"May","train","25","140197","140986","5608","5639","-789","0.56","218411","63561","4","5"
324,2014,6,"Jun","train","24","144892","139699","6037","5821","5193","3.58","214027","65371","8","4"
324,2014,7,"Jul","train","27","151845","158815","5624","5882","-6970","4.59","242434","75196","6","9"
324,2014,8,"Aug","train","26","129855","139947","4994","5383","-10092","7.77","220469","59425","10","5"
324,2014,9,"Sep","train","26","151890","153649","5842","5910","-1759","1.16","234171","73127","5","8"
