"Store","Date","actual_sales","split","ts_forecast","ma_forecast","ensemble_forecast","ts_blend_weight","ma_blend_weight","ensemble_error","abs_error","ape","upper_95","lower_95"
3,"2013-02-23",3688,"train","4108","4471","4288","0.504","0.496","-600","600","16.27","7750","826"
3,"2013-02-25",5072,"train","8016","8379","8196","0.504","0.496","-3124","3124","61.59","11658","4734"
3,"2013-02-26",5154,"train","7258","7621","7438","0.504","0.496","-2284","2284","44.32","10900","3976"
3,"2013-02-27",5172,"train","6771","7134","6951","0.504","0.496","-1779","1779","34.40","10413","3489"
3,"2013-02-28",6167,"train","6611","6973","6791","0.504","0.496","-624","624","10.12","10253","3329"
3,"2013-03-01",6575,"train","7396","7244","7321","0.504","0.496","-746","746","11.35","10783","3859"
3,"2013-03-02",5037,"train","4623","4471","4548","0.504","0.496","489","489","9.71","8010","1086"
3,"2013-03-04",11004,"train","8532","8379","8456","0.504","0.496","2548","2548","23.16","11918","4994"
3,"2013-03-05",9878,"train","7774","7621","7698","0.504","0.496","2180","2180","22.07","11160","4236"
3,"2013-03-06",8729,"train","7287","7134","7211","0.504","0.496","1518","1518","17.39","10673","3749"
3,"2013-03-07",8479,"train","7127","6973","7051","0.504","0.496","1428","1428","16.84","10513","3589"
3,"2013-03-08",8174,"train","7397","7244","7321","0.504","0.496","853","853","10.44","10783","3859"
3,"2013-03-09",3778,"train","4624","4471","4548","0.504","0.496","-770","770","20.38","8010","1086"
3,"2013-03-11",4968,"train","8532","8379","8456","0.504","0.496","-3488","3488","70.21","11918","4994"
3,"2013-03-12",5452,"train","7774","7621","7698","0.504","0.496","-2246","2246","41.20","11160","4236"
3,"2013-03-13",5391,"train","7287","7134","7211","0.504","0.496","-1820","1820","33.76","10673","3749"
3,"2013-03-14",4993,"train","7127","6973","7051","0.504","0.496","-2058","2058","41.22","10513","3589"
3,"2013-03-15",6933,"train","7397","7244","7321","0.504","0.496","-388","388","5.60","10783","3859"
3,"2013-03-16",4249,"train","4625","4471","4549","0.504","0.496","-300","300","7.06","8011","1087"
3,"2013-03-18",11199,"train","8533","8379","8457","0.504","0.496","2742","2742","24.48","11919","4995"
3,"2013-03-19",9725,"train","7775","7621","7699","0.504","0.496","2026","2026","20.83","11161","4237"
3,"2013-03-20",8459,"train","7288","7134","7212","0.504","0.496","1247","1247","14.74","10674","3750"
3,"2013-03-21",8245,"train","7128","6973","7051","0.504","0.496","1194","1194","14.48","10513","3589"
3,"2013-03-22",8355,"train","7398","7244","7322","0.504","0.496","1033","1033","12.36","10784","3860"
3,"2013-03-23",4200,"train","4625","4471","4549","0.504","0.496","-349","349","8.31","8011","1087"
3,"2013-03-25",10181,"train","8533","8379","8457","0.504","0.496","1724","1724","16.93","11919","4995"
3,"2013-03-26",9991,"train","7775","7621","7699","0.504","0.496","2292","2292","22.94","11161","4237"
3,"2013-03-27",9033,"train","7288","7134","7212","0.504","0.496","1821","1821","20.16","10674","3750"
3,"2013-03-28",9884,"train","7129","6973","7052","0.504","0.496","2832","2832","28.65","10514","3590"
3,"2013-03-30",6267,"train","4626","4471","4549","0.504","0.496","1718","1718","27.41","8011","1087"
3,"2013-04-02",5856,"train","7482","7621","7551","0.504","0.496","-1695","1695","28.94","11013","4089"
3,"2013-04-03",5704,"train","6995","7134","7064","0.504","0.496","-1360","1360","23.84","10526","3602"
3,"2013-04-04",6663,"train","6835","6973","6903","0.504","0.496","-240","240","3.60","10365","3441"
3,"2013-04-05",6197,"train","7105","7244","7174","0.504","0.496","-977","977","15.77","10636","3712"
3,"2013-04-06",4656,"train","4332","4471","4401","0.504","0.496","255","255","5.48","7863","939"
3,"2013-04-08",9781,"train","8240","8379","8309","0.504","0.496","1472","1472","15.05","11771","4847"
3,"2013-04-09",9416,"train","7482","7621","7551","0.504","0.496","1865","1865","19.81","11013","4089"
3,"2013-04-10",8414,"train","6995","7134","7064","0.504","0.496","1350","1350","16.04","10526","3602"
3,"2013-04-11",7959,"train","6835","6973","6903","0.504","0.496","1056","1056","13.27","10365","3441"
3,"2013-04-12",8866,"train","7106","7244","7174","0.504","0.496","1692","1692","19.08","10636","3712"
3,"2013-04-13",3765,"train","4333","4471","4401","0.504","0.496","-636","636","16.89","7863","939"
3,"2013-04-15",5295,"train","8241","8379","8309","0.504","0.496","-3014","3014","56.92","11771","4847"
3,"2013-04-16",5092,"train","7483","7621","7551","0.504","0.496","-2459","2459","48.29","11013","4089"
3,"2013-04-17",5320,"train","6996","7134","7064","0.504","0.496","-1744","1744","32.78","10526","3602"
3,"2013-04-18",5399,"train","6836","6973","6904","0.504","0.496","-1505","1505","27.88","10366","3442"
3,"2013-04-19",5608,"train","7106","7244","7174","0.504","0.496","-1566","1566","27.92","10636","3712"
3,"2013-04-20",4007,"train","4333","4471","4401","0.504","0.496","-394","394","9.83","7863","939"
3,"2013-04-22",8979,"train","8241","8379","8309","0.504","0.496","670","670","7.46","11771","4847"
3,"2013-04-23",8294,"train","7483","7621","7551","0.504","0.496","743","743","8.96","11013","4089"
3,"2013-04-24",8041,"train","6997","7134","7065","0.504","0.496","976","976","12.14","10527","3603"
3,"2013-04-25",7232,"train","6837","6973","6904","0.504","0.496","328","328","4.54","10366","3442"
3,"2013-04-26",7194,"train","7107","7244","7175","0.504","0.496","19","19","0.26","10637","3713"
3,"2013-04-27",3773,"train","4334","4471","4402","0.504","0.496","-629","629","16.67","7864","940"
3,"2013-04-29",9036,"train","8242","8379","8310","0.504","0.496","726","726","8.03","11772","4848"
3,"2013-04-30",11641,"train","7484","7621","7552","0.504","0.496","4089","4089","35.13","11014","4090"
3,"2013-05-02",9884,"train","6952","6973","6962","0.504","0.496","2922","2922","29.56","10424","3500"
3,"2013-05-03",9198,"train","7222","7244","7233","0.504","0.496","1965","1965","21.36","10695","3771"
3,"2013-05-04",4732,"train","4449","4471","4460","0.504","0.496","272","272","5.75","7922","998"
3,"2013-05-06",6092,"train","8357","8379","8368","0.504","0.496","-2276","2276","37.36","11830","4906"
3,"2013-05-07",6048,"train","7599","7621","7610","0.504","0.496","-1562","1562","25.83","11072","4148"
3,"2013-05-08",6866,"train","7113","7134","7123","0.504","0.496","-257","257","3.74","10585","3661"
3,"2013-05-10",7821,"train","7223","7244","7233","0.504","0.496","588","588","7.52","10695","3771"
3,"2013-05-11",6103,"train","4450","4471","4460","0.504","0.496","1643","1643","26.92","7922","998"
3,"2013-05-13",8836,"train","8358","8379","8368","0.504","0.496","468","468","5.30","11830","4906"
3,"2013-05-14",8802,"train","7600","7621","7610","0.504","0.496","1192","1192","13.54","11072","4148"
3,"2013-05-15",8094,"train","7113","7134","7123","0.504","0.496","971","971","12.00","10585","3661"
3,"2013-05-16",8081,"train","6953","6973","6963","0.504","0.496","1118","1118","13.83","10425","3501"
3,"2013-05-17",7980,"train","7223","7244","7233","0.504","0.496","747","747","9.36","10695","3771"
3,"2013-05-18",3946,"train","4450","4471","4460","0.504","0.496","-514","514","13.03","7922","998"
3,"2013-05-21",6829,"train","7600","7621","7610","0.504","0.496","-781","781","11.44","11072","4148"
3,"2013-05-22",5617,"train","7113","7134","7123","0.504","0.496","-1506","1506","26.81","10585","3661"
3,"2013-05-23",4929,"train","6954","6973","6963","0.504","0.496","-2034","2034","41.27","10425","3501"
3,"2013-05-24",6220,"train","7224","7244","7234","0.504","0.496","-1014","1014","16.30","10696","3772"
3,"2013-05-25",4144,"train","4451","4471","4461","0.504","0.496","-317","317","7.65","7923","999"
3,"2013-05-27",9551,"train","8359","8379","8369","0.504","0.496","1182","1182","12.38","11831","4907"
3,"2013-05-28",9168,"train","7601","7621","7611","0.504","0.496","1557","1557","16.98","11073","4149"
3,"2013-05-29",9222,"train","7114","7134","7124","0.504","0.496","2098","2098","22.75","10586","3662"
3,"2013-05-31",12211,"train","7224","7244","7234","0.504","0.496","4977","4977","40.76","10696","3772"
3,"2013-06-01",4947,"train","4614","4471","4543","0.504","0.496","404","404","8.17","8005","1081"
3,"2013-06-03",10025,"train","8522","8379","8451","0.504","0.496","1574","1574","15.70","11913","4989"
3,"2013-06-04",8935,"train","7764","7621","7693","0.504","0.496","1242","1242","13.90","11155","4231"
3,"2013-06-05",7714,"train","7278","7134","7207","0.504","0.496","507","507","6.57","10669","3745"
3,"2013-06-06",8051,"train","7118","6973","7046","0.504","0.496","1005","1005","12.48","10508","3584"
3,"2013-06-07",8351,"train","7388","7244","7317","0.504","0.496","1034","1034","12.38","10779","3855"
3,"2013-06-08",4002,"train","4615","4471","4544","0.504","0.496","-542","542","13.54","8006","1082"
3,"2013-06-10",5881,"train","8523","8379","8452","0.504","0.496","-2571","2571","43.72","11914","4990"
3,"2013-06-11",5592,"train","7765","7621","7694","0.504","0.496","-2102","2102","37.59","11156","4232"
3,"2013-06-12",5520,"train","7278","7134","7207","0.504","0.496","-1687","1687","30.56","10669","3745"
3,"2013-06-13",5499,"train","7118","6973","7046","0.504","0.496","-1547","1547","28.13","10508","3584"
3,"2013-06-14",6440,"train","7388","7244","7317","0.504","0.496","-877","877","13.62","10779","3855"
3,"2013-06-15",4330,"train","4615","4471","4544","0.504","0.496","-214","214","4.94","8006","1082"
3,"2013-06-17",10328,"train","8523","8379","8452","0.504","0.496","1876","1876","18.16","11914","4990"
3,"2013-06-18",9065,"train","7766","7621","7694","0.504","0.496","1371","1371","15.12","11156","4232"
3,"2013-06-19",7745,"train","7279","7134","7207","0.504","0.496","538","538","6.95","10669","3745"
3,"2013-06-20",6633,"train","7119","6973","7047","0.504","0.496","-414","414","6.24","10509","3585"
3,"2013-06-21",8739,"train","7389","7244","7317","0.504","0.496","1422","1422","16.27","10779","3855"
3,"2013-06-22",4199,"train","4616","4471","4544","0.504","0.496","-345","345","8.22","8006","1082"
3,"2013-06-24",6538,"train","8524","8379","8452","0.504","0.496","-1914","1914","29.28","11914","4990"
3,"2013-06-25",5414,"train","7766","7621","7694","0.504","0.496","-2280","2280","42.11","11156","4232"
3,"2013-06-26",5461,"train","7279","7134","7207","0.504","0.496","-1746","1746","31.97","10669","3745"
3,"2013-06-27",6546,"train","7119","6973","7047","0.504","0.496","-501","501","7.65","10509","3585"
3,"2013-06-28",8280,"train","7389","7244","7317","0.504","0.496","963","963","11.63","10779","3855"
3,"2013-06-29",6227,"train","4617","4471","4545","0.504","0.496","1682","1682","27.01","8007","1083"
3,"2013-07-01",9469,"train","8579","8379","8480","0.504","0.496","989","989","10.44","11942","5018"
3,"2013-07-02",9158,"train","7821","7621","7722","0.504","0.496","1436","1436","15.68","11184","4260"
3,"2013-07-03",9924,"train","7334","7134","7235","0.504","0.496","2689","2689","27.10","10697","3773"
3,"2013-07-04",8932,"train","7174","6973","7074","0.504","0.496","1858","1858","20.80","10536","3612"
3,"2013-07-05",9257,"train","7444","7244","7345","0.504","0.496","1912","1912","20.65","10807","3883"
3,"2013-07-06",4882,"train","4671","4471","4572","0.504","0.496","310","310","6.35","8034","1110"
3,"2013-07-08",6103,"train","8579","8379","8480","0.504","0.496","-2377","2377","38.95","11942","5018"
3,"2013-07-09",6097,"train","7821","7621","7722","0.504","0.496","-1625","1625","26.65","11184","4260"
3,"2013-07-10",6691,"train","7334","7134","7235","0.504","0.496","-544","544","8.13","10697","3773"
3,"2013-07-11",6035,"train","7174","6973","7074","0.504","0.496","-1039","1039","17.22","10536","3612"
3,"2013-07-12",5769,"train","7445","7244","7345","0.504","0.496","-1576","1576","27.32","10807","3883"
3,"2013-07-13",4056,"train","4672","4471","4572","0.504","0.496","-516","516","12.72","8034","1110"
3,"2013-07-15",12179,"train","8580","8379","8480","0.504","0.496","3699","3699","30.37","11942","5018"
3,"2013-07-16",11756,"train","7822","7621","7722","0.504","0.496","4034","4034","34.31","11184","4260"
3,"2013-07-17",9886,"train","7335","7134","7235","0.504","0.496","2651","2651","26.82","10697","3773"
3,"2013-07-18",9098,"train","7175","6973","7075","0.504","0.496","2023","2023","22.24","10537","3613"
3,"2013-07-19",9174,"train","7445","7244","7345","0.504","0.496","1829","1829","19.94","10807","3883"
3,"2013-07-20",4392,"train","4672","4471","4572","0.504","0.496","-180","180","4.10","8034","1110"
3,"2013-07-22",5152,"train","8580","8379","8480","0.504","0.496","-3328","3328","64.60","11942","5018"
3,"2013-07-23",5723,"train","7822","7621","7722","0.504","0.496","-1999","1999","34.93","11184","4260"
3,"2013-07-24",5430,"train","7335","7134","7235","0.504","0.496","-1805","1805","33.24","10697","3773"
3,"2013-07-25",5936,"train","7176","6973","7075","0.504","0.496","-1139","1139","19.19","10537","3613"
3,"2013-07-26",5283,"train","7446","7244","7346","0.504","0.496","-2063","2063","39.05","10808","3884"
3,"2013-07-27",3845,"train","4673","4471","4573","0.504","0.496","-728","728","18.93","8035","1111"
3,"2013-07-29",10853,"train","8581","8379","8481","0.504","0.496","2372","2372","21.86","11943","5019"
3,"2013-07-30",10451,"train","7823","7621","7723","0.504","0.496","2728","2728","26.10","11185","4261"
3,"2013-07-31",10895,"train","7336","7134","7236","0.504","0.496","3659","3659","33.58","10698","3774"
3,"2013-08-01",8738,"train","6430","6973","6699","0.504","0.496","2039","2039","23.33","10161","3237"
3,"2013-08-02",7610,"train","6700","7244","6970","0.504","0.496","640","640","8.41","10432","3508"
3,"2013-08-03",4546,"train","3927","4471","4197","0.504","0.496","349","349","7.68","7659","735"
3,"2013-08-05",5991,"train","7835","8379","8105","0.504","0.496","-2114","2114","35.29","11567","4643"
3,"2013-08-06",6166,"train","7078","7621","7347","0.504","0.496","-1181","1181","19.15","10809","3885"
3,"2013-08-07",5982,"train","6591","7134","6860","0.504","0.496","-878","878","14.68","10322","3398"
3,"2013-08-08",5916,"train","6431","6973","6700","0.504","0.496","-784","784","13.25","10162","3238"
3,"2013-08-09",5991,"train","6701","7244","6970","0.504","0.496","-979","979","16.34","10432","3508"
3,"2013-08-10",3883,"train","3928","4471","4197","0.504","0.496","-314","314","8.09","7659","735"
3,"2013-08-12",10962,"train","7836","8379","8105","0.504","0.496","2857","2857","26.06","11567","4643"
3,"2013-08-13",10004,"train","7078","7621","7347","0.504","0.496","2657","2657","26.56","10809","3885"
3,"2013-08-14",8452,"train","6591","7134","6860","0.504","0.496","1592","1592","18.84","10322","3398"
3,"2013-08-15",8369,"train","6431","6973","6700","0.504","0.496","1669","1669","19.94","10162","3238"
3,"2013-08-16",7585,"train","6701","7244","6970","0.504","0.496","615","615","8.11","10432","3508"
3,"2013-08-17",3242,"train","3928","4471","4197","0.504","0.496","-955","955","29.46","7659","735"
3,"2013-08-19",4369,"train","7837","8379","8106","0.504","0.496","-3737","3737","85.53","11568","4644"
3,"2013-08-20",5290,"train","7079","7621","7348","0.504","0.496","-2058","2058","38.90","10810","3886"
3,"2013-08-21",5070,"train","6592","7134","6861","0.504","0.496","-1791","1791","35.33","10323","3399"
3,"2013-08-22",5225,"train","6432","6973","6700","0.504","0.496","-1475","1475","28.23","10162","3238"
3,"2013-08-23",4692,"train","6702","7244","6971","0.504","0.496","-2279","2279","48.57","10433","3509"
3,"2013-08-24",3525,"train","3929","4471","4198","0.504","0.496","-673","673","19.09","7660","736"
3,"2013-08-26",9613,"train","7837","8379","8106","0.504","0.496","1507","1507","15.68","11568","4644"
3,"2013-08-27",8893,"train","7079","7621","7348","0.504","0.496","1545","1545","17.37","10810","3886"
3,"2013-08-28",8266,"train","6592","7134","6861","0.504","0.496","1405","1405","17.00","10323","3399"
3,"2013-08-29",7384,"train","6432","6973","6700","0.504","0.496","684","684","9.26","10162","3238"
3,"2013-08-30",8954,"train","6703","7244","6971","0.504","0.496","1983","1983","22.15","10433","3509"
3,"2013-08-31",3584,"train","3930","4471","4198","0.504","0.496","-614","614","17.13","7660","736"
3,"2013-09-02",5625,"train","8008","8379","8192","0.504","0.496","-2567","2567","45.64","11654","4730"
3,"2013-09-03",5847,"train","7250","7621","7434","0.504","0.496","-1587","1587","27.14","10896","3972"
3,"2013-09-04",6116,"train","6763","7134","6947","0.504","0.496","-831","831","13.59","10409","3485"
3,"2013-09-05",4921,"train","6603","6973","6787","0.504","0.496","-1866","1866","37.92","10249","3325"
3,"2013-09-06",4750,"train","6873","7244","7057","0.504","0.496","-2307","2307","48.57","10519","3595"
3,"2013-09-07",3661,"train","4100","4471","4284","0.504","0.496","-623","623","17.02","7746","822"
3,"2013-09-09",11058,"train","8008","8379","8192","0.504","0.496","2866","2866","25.92","11654","4730"
3,"2013-09-10",8361,"train","7250","7621","7434","0.504","0.496","927","927","11.09","10896","3972"
3,"2013-09-11",8568,"train","6763","7134","6947","0.504","0.496","1621","1621","18.92","10409","3485"
3,"2013-09-12",8774,"train","6604","6973","6787","0.504","0.496","1987","1987","22.65","10249","3325"
3,"2013-09-13",8610,"train","6874","7244","7058","0.504","0.496","1552","1552","18.03","10520","3596"
3,"2013-09-14",3537,"train","4101","4471","4285","0.504","0.496","-748","748","21.15","7747","823"
3,"2013-09-16",5391,"train","8009","8379","8193","0.504","0.496","-2802","2802","51.98","11655","4731"
3,"2013-09-17",5517,"train","7251","7621","7435","0.504","0.496","-1918","1918","34.77","10897","3973"
3,"2013-09-18",5378,"train","6764","7134","6948","0.504","0.496","-1570","1570","29.19","10410","3486"
3,"2013-09-19",5120,"train","6604","6973","6787","0.504","0.496","-1667","1667","32.56","10249","3325"
3,"2013-09-20",5426,"train","6874","7244","7058","0.504","0.496","-1632","1632","30.08","10520","3596"
3,"2013-09-21",3554,"train","4101","4471","4285","0.504","0.496","-731","731","20.57","7747","823"
3,"2013-09-23",9002,"train","8009","8379","8193","0.504","0.496","809","809","8.99","11655","4731"
3,"2013-09-24",8376,"train","7251","7621","7435","0.504","0.496","941","941","11.23","10897","3973"
3,"2013-09-25",7475,"train","6765","7134","6948","0.504","0.496","527","527","7.05","10410","3486"
3,"2013-09-26",7003,"train","6605","6973","6788","0.504","0.496","215","215","3.07","10250","3326"
3,"2013-09-27",8387,"train","6875","7244","7058","0.504","0.496","1329","1329","15.85","10520","3596"
3,"2013-09-28",3845,"train","4102","4471","4285","0.504","0.496","-440","440","11.44","7747","823"
3,"2013-09-30",8988,"train","8010","8379","8193","0.504","0.496","795","795","8.85","11655","4731"
3,"2013-10-01",5903,"train","7002","7621","7309","0.504","0.496","-1406","1406","23.82","10771","3847"
3,"2013-10-02",6045,"train","6515","7134","6822","0.504","0.496","-777","777","12.85","10284","3360"
3,"2013-10-04",8093,"train","6625","7244","6932","0.504","0.496","1161","1161","14.35","10394","3470"
3,"2013-10-05",4802,"train","3852","4471","4159","0.504","0.496","643","643","13.39","7621","697"
3,"2013-10-07",10779,"train","7760","8379","8067","0.504","0.496","2712","2712","25.16","11529","4605"
3,"2013-10-08",9269,"train","7003","7621","7310","0.504","0.496","1959","1959","21.13","10772","3848"
3,"2013-10-09",8250,"train","6516","7134","6823","0.504","0.496","1427","1427","17.30","10285","3361"
3,"2013-10-10",8711,"train","6356","6973","6662","0.504","0.496","2049","2049","23.52","10124","3200"
3,"2013-10-11",7076,"train","6626","7244","6933","0.504","0.496","143","143","2.02","10395","3471"
3,"2013-10-12",4076,"train","3853","4471","4160","0.504","0.496","-84","84","2.06","7622","698"
3,"2013-10-14",5982,"train","7761","8379","8068","0.504","0.496","-2086","2086","34.87","11530","4606"
3,"2013-10-15",5598,"train","7003","7621","7310","0.504","0.496","-1712","1712","30.58","10772","3848"
3,"2013-10-16",5563,"train","6516","7134","6823","0.504","0.496","-1260","1260","22.65","10285","3361"
3,"2013-10-17",5261,"train","6356","6973","6662","0.504","0.496","-1401","1401","26.63","10124","3200"
3,"2013-10-18",5684,"train","6626","7244","6933","0.504","0.496","-1249","1249","21.97","10395","3471"
3,"2013-10-19",3568,"train","3853","4471","4160","0.504","0.496","-592","592","16.59","7622","698"
3,"2013-10-21",9712,"train","7762","8379","8068","0.504","0.496","1644","1644","16.93","11530","4606"
3,"2013-10-22",8058,"train","7004","7621","7310","0.504","0.496","748","748","9.28","10772","3848"
3,"2013-10-23",7839,"train","6517","7134","6823","0.504","0.496","1016","1016","12.96","10285","3361"
3,"2013-10-24",7163,"train","6357","6973","6663","0.504","0.496","500","500","6.98","10125","3201"
3,"2013-10-25",6614,"train","6627","7244","6933","0.504","0.496","-319","319","4.82","10395","3471"
3,"2013-10-26",2936,"train","3854","4471","4160","0.504","0.496","-1224","1224","41.69","7622","698"
3,"2013-10-28",4025,"train","7762","8379","8068","0.504","0.496","-4043","4043","100.45","11530","4606"
3,"2013-10-29",4838,"train","7004","7621","7310","0.504","0.496","-2472","2472","51.10","10772","3848"
3,"2013-10-30",5900,"train","6517","7134","6823","0.504","0.496","-923","923","15.64","10285","3361"
3,"2013-10-31",6532,"train","6357","6973","6663","0.504","0.496","-131","131","2.01","10125","3201"
3,"2013-11-02",6359,"train","4593","4471","4532","0.504","0.496","1827","1827","28.73","7994","1070"
3,"2013-11-04",9119,"train","8501","8379","8440","0.504","0.496","679","679","7.45","11902","4978"
3,"2013-11-05",10275,"train","7743","7621","7682","0.504","0.496","2593","2593","25.24","11144","4220"
3,"2013-11-06",8378,"train","7256","7134","7195","0.504","0.496","1183","1183","14.12","10657","3733"
3,"2013-11-07",7662,"train","7096","6973","7035","0.504","0.496","627","627","8.18","10497","3573"
3,"2013-11-08",7958,"train","7366","7244","7305","0.504","0.496","653","653","8.21","10767","3843"
3,"2013-11-09",4305,"train","4593","4471","4532","0.504","0.496","-227","227","5.27","7994","1070"
3,"2013-11-11",5084,"train","8501","8379","8440","0.504","0.496","-3356","3356","66.01","11902","4978"
3,"2013-11-12",5267,"train","7743","7621","7682","0.504","0.496","-2415","2415","45.85","11144","4220"
3,"2013-11-13",5530,"train","7256","7134","7195","0.504","0.496","-1665","1665","30.11","10657","3733"
3,"2013-11-14",5240,"train","7096","6973","7035","0.504","0.496","-1795","1795","34.26","10497","3573"
3,"2013-11-15",5919,"train","7367","7244","7306","0.504","0.496","-1387","1387","23.43","10768","3844"
3,"2013-11-16",3893,"train","4594","4471","4533","0.504","0.496","-640","640","16.44","7995","1071"
3,"2013-11-18",9719,"train","8502","8379","8441","0.504","0.496","1278","1278","13.15","11903","4979"
3,"2013-11-19",8865,"train","7744","7621","7683","0.504","0.496","1182","1182","13.33","11145","4221"
3,"2013-11-20",8573,"train","7257","7134","7196","0.504","0.496","1377","1377","16.06","10658","3734"
3,"2013-11-21",7630,"train","7097","6973","7035","0.504","0.496","595","595","7.80","10497","3573"
3,"2013-11-22",7697,"train","7367","7244","7306","0.504","0.496","391","391","5.08","10768","3844"
3,"2013-11-23",4109,"train","4594","4471","4533","0.504","0.496","-424","424","10.32","7995","1071"
3,"2013-11-25",5968,"train","8502","8379","8441","0.504","0.496","-2473","2473","41.44","11903","4979"
3,"2013-11-26",5880,"train","7744","7621","7683","0.504","0.496","-1803","1803","30.66","11145","4221"
3,"2013-11-27",5942,"train","7257","7134","7196","0.504","0.496","-1254","1254","21.10","10658","3734"
3,"2013-11-28",6096,"train","7098","6973","7036","0.504","0.496","-940","940","15.42","10498","3574"
3,"2013-11-29",7152,"train","7368","7244","7306","0.504","0.496","-154","154","2.15","10768","3844"
3,"2013-11-30",6960,"train","4595","4471","4533","0.504","0.496","2427","2427","34.87","7995","1071"
3,"2013-12-02",12144,"train","10094","8379","9243","0.504","0.496","2901","2901","23.89","12705","5781"
3,"2013-12-03",10485,"train","9336","7621","8485","0.504","0.496","2000","2000","19.07","11947","5023"
3,"2013-12-04",9624,"train","8849","7134","7998","0.504","0.496","1626","1626","16.90","11460","4536"
3,"2013-12-05",7872,"train","8689","6973","7838","0.504","0.496","34","34","0.43","11300","4376"
3,"2013-12-06",8300,"train","8959","7244","8108","0.504","0.496","192","192","2.31","11570","4646"
3,"2013-12-07",7151,"train","6186","4471","5335","0.504","0.496","1816","1816","25.40","8797","1873"
3,"2013-12-09",5478,"train","10094","8379","9243","0.504","0.496","-3765","3765","68.73","12705","5781"
3,"2013-12-10",6595,"train","9337","7621","8486","0.504","0.496","-1891","1891","28.67","11948","5024"
3,"2013-12-11",7577,"train","8850","7134","7999","0.504","0.496","-422","422","5.57","11461","4537"
3,"2013-12-12",6921,"train","8690","6973","7838","0.504","0.496","-917","917","13.25","11300","4376"
3,"2013-12-13",7146,"train","8960","7244","8109","0.504","0.496","-963","963","13.48","11571","4647"
3,"2013-12-14",6688,"train","6187","4471","5336","0.504","0.496","1352","1352","20.22","8798","1874"
3,"2013-12-16",14647,"train","10095","8379","9244","0.504","0.496","5403","5403","36.89","12706","5782"
3,"2013-12-17",14555,"train","9337","7621","8486","0.504","0.496","6069","6069","41.70","11948","5024"
3,"2013-12-18",12564,"train","8850","7134","7999","0.504","0.496","4565","4565","36.33","11461","4537"
3,"2013-12-19",10463,"train","8690","6973","7838","0.504","0.496","2625","2625","25.09","11300","4376"
3,"2013-12-20",12352,"train","8960","7244","8109","0.504","0.496","4243","4243","34.35","11571","4647"
3,"2013-12-21",8215,"train","6187","4471","5336","0.504","0.496","2879","2879","35.05","8798","1874"
3,"2013-12-23",14461,"train","10096","8379","9244","0.504","0.496","5217","5217","36.08","12706","5782"
3,"2013-12-24",4460,"train","9338","7621","8486","0.504","0.496","-4026","4026","90.27","11948","5024"
3,"2013-12-27",8158,"train","8961","7244","8109","0.504","0.496","49","49","0.60","11571","4647"
3,"2013-12-28",3927,"train","6188","4471","5336","0.504","0.496","-1409","1409","35.88","8798","1874"
3,"2013-12-30",10503,"train","10096","8379","9244","0.504","0.496","1259","1259","11.99","12706","5782"
3,"2013-12-31",4081,"train","9338","7621","8486","0.504","0.496","-4405","4405","107.94","11948","5024"
3,"2014-01-02",5703,"train","6491","6973","6730","0.504","0.496","-1027","1027","18.01","10192","3268"
3,"2014-01-03",6821,"train","6761","7244","7001","0.504","0.496","-180","180","2.64","10463","3539"
3,"2014-01-04",4727,"train","3988","4471","4228","0.504","0.496","499","499","10.56","7690","766"
3,"2014-01-06",11326,"train","7896","8379","8136","0.504","0.496","3190","3190","28.17","11598","4674"
3,"2014-01-07",11215,"train","7139","7621","7378","0.504","0.496","3837","3837","34.21","10840","3916"
3,"2014-01-08",8242,"train","6652","7134","6891","0.504","0.496","1351","1351","16.39","10353","3429"
3,"2014-01-09",7081,"train","6492","6973","6731","0.504","0.496","350","350","4.94","10193","3269"
3,"2014-01-10",9242,"train","6762","7244","7001","0.504","0.496","2241","2241","24.25","10463","3539"
3,"2014-01-11",4397,"train","3989","4471","4228","0.504","0.496","169","169","3.84","7690","766"
3,"2014-01-13",5420,"train","7897","8379","8136","0.504","0.496","-2716","2716","50.11","11598","4674"
3,"2014-01-14",4934,"train","7139","7621","7378","0.504","0.496","-2444","2444","49.53","10840","3916"
3,"2014-01-15",5163,"train","6652","7134","6891","0.504","0.496","-1728","1728","33.47","10353","3429"
3,"2014-01-16",5395,"train","6492","6973","6731","0.504","0.496","-1336","1336","24.76","10193","3269"
3,"2014-01-17",5115,"train","6762","7244","7001","0.504","0.496","-1886","1886","36.87","10463","3539"
3,"2014-01-18",4232,"train","3989","4471","4228","0.504","0.496","4","4","0.09","7690","766"
3,"2014-01-20",10251,"train","7898","8379","8137","0.504","0.496","2114","2114","20.62","11599","4675"
3,"2014-01-21",9246,"train","7140","7621","7379","0.504","0.496","1867","1867","20.19","10841","3917"
3,"2014-01-22",9642,"train","6653","7134","6892","0.504","0.496","2750","2750","28.52","10354","3430"
3,"2014-01-23",7857,"train","6493","6973","6731","0.504","0.496","1126","1126","14.33","10193","3269"
3,"2014-01-24",6981,"train","6763","7244","7002","0.504","0.496","-21","21","0.30","10464","3540"
3,"2014-01-25",3416,"train","3990","4471","4229","0.504","0.496","-813","813","23.80","7691","767"
3,"2014-01-27",4602,"train","7898","8379","8137","0.504","0.496","-3535","3535","76.81","11599","4675"
3,"2014-01-28",4816,"train","7140","7621","7379","0.504","0.496","-2563","2563","53.22","10841","3917"
